Entity,Code,Year,Annual CO₂ emissions
United Kingdom,GBR,1832,62558720
United Kingdom,GBR,1833,61924740
United Kingdom,GBR,1834,65802124
United Kingdom,GBR,1835,72197420
United Kingdom,GBR,1836,78544550
United Kingdom,GBR,1837,75253620
United Kingdom,GBR,1838,73585960
United Kingdom,GBR,1839,75786170
United Kingdom,GBR,1840,80790880
United Kingdom,GBR,1841,81330410
United Kingdom,GBR,1842,85193130
United Kingdom,GBR,1843,88569550
United Kingdom,GBR,1844,93955130
United Kingdom,GBR,1845,99778424
United Kingdom,GBR,1846,95493680
United Kingdom,GBR,1847,101822930
United Kingdom,GBR,1848,108978020
United Kingdom,GBR,1849,117350130
United Kingdom,GBR,1850,122350150
United Kingdom,GBR,1851,116411176
United Kingdom,GBR,1852,115997620
United Kingdom,GBR,1853,115358070
United Kingdom,GBR,1854,139012290
United Kingdom,GBR,1855,130169360
United Kingdom,GBR,1856,140081200
United Kingdom,GBR,1857,137573280
United Kingdom,GBR,1858,134833460
United Kingdom,GBR,1859,149702940
United Kingdom,GBR,1860,167950430
United Kingdom,GBR,1861,175047600
United Kingdom,GBR,1862,169470990
United Kingdom,GBR,1863,180224830
United Kingdom,GBR,1864,193909870
United Kingdom,GBR,1865,205488110
United Kingdom,GBR,1866,211731570
United Kingdom,GBR,1867,217374130
United Kingdom,GBR,1868,213219150
United Kingdom,GBR,1869,223705520
United Kingdom,GBR,1870,228494370
United Kingdom,GBR,1871,242036510
United Kingdom,GBR,1872,254988750
United Kingdom,GBR,1873,264658050
United Kingdom,GBR,1874,257187170
United Kingdom,GBR,1875,271487740
United Kingdom,GBR,1876,271018750
United Kingdom,GBR,1877,275899200
United Kingdom,GBR,1878,270974800
United Kingdom,GBR,1879,272645570
United Kingdom,GBR,1880,297124770
United Kingdom,GBR,1881,312312030
United Kingdom,GBR,1882,314964770
United Kingdom,GBR,1883,327730140
United Kingdom,GBR,1884,319097760
United Kingdom,GBR,1885,315290850
United Kingdom,GBR,1886,312429280
United Kingdom,GBR,1887,320442430
United Kingdom,GBR,1888,333167520
United Kingdom,GBR,1889,345024220
United Kingdom,GBR,1890,353022720
United Kingdom,GBR,1891,360471650
United Kingdom,GBR,1892,353008100
United Kingdom,GBR,1893,316210530
United Kingdom,GBR,1894,362102140
United Kingdom,GBR,1895,365549950
United Kingdom,GBR,1896,375981340
United Kingdom,GBR,1897,385969400
United Kingdom,GBR,1898,386878080
United Kingdom,GBR,1899,414552300
United Kingdom,GBR,1900,419740500
United Kingdom,GBR,1901,410701400
United Kingdom,GBR,1902,426639840
United Kingdom,GBR,1903,429985060
United Kingdom,GBR,1904,431992930
United Kingdom,GBR,1905,437672130
United Kingdom,GBR,1906,453350370
United Kingdom,GBR,1907,473568320
United Kingdom,GBR,1908,461964450
United Kingdom,GBR,1909,466086460
United Kingdom,GBR,1910,469732130
United Kingdom,GBR,1911,481350700
United Kingdom,GBR,1912,455885860
United Kingdom,GBR,1913,498322340
United Kingdom,GBR,1914,483182700
United Kingdom,GBR,1915,489481100
United Kingdom,GBR,1916,507071970
United Kingdom,GBR,1917,501169250
United Kingdom,GBR,1918,466848580
United Kingdom,GBR,1919,456131360
United Kingdom,GBR,1920,480472480
United Kingdom,GBR,1921,332187780
United Kingdom,GBR,1922,439608350
United Kingdom,GBR,1923,466067230
United Kingdom,GBR,1924,488240160
United Kingdom,GBR,1925,460999000
United Kingdom,GBR,1926,261066020
United Kingdom,GBR,1927,481344130
United Kingdom,GBR,1928,454453470
United Kingdom,GBR,1929,478205950
United Kingdom,GBR,1930,460804770
United Kingdom,GBR,1931,430978720
United Kingdom,GBR,1932,414564930
United Kingdom,GBR,1933,412268770
United Kingdom,GBR,1934,445277200
United Kingdom,GBR,1935,451205500
United Kingdom,GBR,1936,476535360
United Kingdom,GBR,1937,491703230
United Kingdom,GBR,1938,472755740
United Kingdom,GBR,1939,474288770
United Kingdom,GBR,1940,500083070
United Kingdom,GBR,1941,499796060
United Kingdom,GBR,1942,492995900
United Kingdom,GBR,1943,490218620
United Kingdom,GBR,1944,489670370
United Kingdom,GBR,1945,453074080
United Kingdom,GBR,1946,464411970
United Kingdom,GBR,1947,485231840
United Kingdom,GBR,1948,503510100
United Kingdom,GBR,1949,507551520
United Kingdom,GBR,1950,499227600
United Kingdom,GBR,1951,543790900
United Kingdom,GBR,1952,527412700
United Kingdom,GBR,1953,539100540
United Kingdom,GBR,1954,552031400
United Kingdom,GBR,1955,576119940
United Kingdom,GBR,1956,573744700
United Kingdom,GBR,1957,570248800
United Kingdom,GBR,1958,555993400
United Kingdom,GBR,1959,546364300
United Kingdom,GBR,1960,583902800
United Kingdom,GBR,1961,588578200
United Kingdom,GBR,1962,592920450
United Kingdom,GBR,1963,603382000
United Kingdom,GBR,1964,607866000
United Kingdom,GBR,1965,622115260
United Kingdom,GBR,1966,618078340
United Kingdom,GBR,1967,592064300
United Kingdom,GBR,1968,606495600
United Kingdom,GBR,1969,628389900
United Kingdom,GBR,1970,652584700
United Kingdom,GBR,1971,660395600
United Kingdom,GBR,1972,648033600
United Kingdom,GBR,1973,659584400
United Kingdom,GBR,1974,617187260
United Kingdom,GBR,1975,603254400
United Kingdom,GBR,1976,598533300
United Kingdom,GBR,1977,604369000
United Kingdom,GBR,1978,604728060
United Kingdom,GBR,1979,644509200
United Kingdom,GBR,1980,579039040
United Kingdom,GBR,1981,560547140
United Kingdom,GBR,1982,548229400
United Kingdom,GBR,1983,545474100
United Kingdom,GBR,1984,529097200
United Kingdom,GBR,1985,559634600
United Kingdom,GBR,1986,568568640
United Kingdom,GBR,1987,571649300
United Kingdom,GBR,1988,570279040
United Kingdom,GBR,1989,581561500
United Kingdom,GBR,1990,601945100
United Kingdom,GBR,1991,609412700
United Kingdom,GBR,1992,593845950
United Kingdom,GBR,1993,579612540
United Kingdom,GBR,1994,574016900
United Kingdom,GBR,1995,566158900
United Kingdom,GBR,1996,586760700
United Kingdom,GBR,1997,562708160
United Kingdom,GBR,1998,568543700
United Kingdom,GBR,1999,561649600
United Kingdom,GBR,2000,569033660
United Kingdom,GBR,2001,577970560
United Kingdom,GBR,2002,560273200
United Kingdom,GBR,2003,571618750
United Kingdom,GBR,2004,573429760
United Kingdom,GBR,2005,570338370
United Kingdom,GBR,2006,567845600
United Kingdom,GBR,2007,559566460
United Kingdom,GBR,2008,544932400
United Kingdom,GBR,2009,494107700
United Kingdom,GBR,2010,511904580
United Kingdom,GBR,2011,469713300
United Kingdom,GBR,2012,487476770
United Kingdom,GBR,2013,477611260
United Kingdom,GBR,2014,438807070
United Kingdom,GBR,2015,422460800
United Kingdom,GBR,2016,399430140
United Kingdom,GBR,2017,387367140
United Kingdom,GBR,2018,379729760
United Kingdom,GBR,2019,364753280
United Kingdom,GBR,2020,326263200
United Kingdom,GBR,2021,342365570
United Kingdom,GBR,2022,311118000
United Kingdom,GBR,2023,307826140
United Kingdom,GBR,2024,312905540
United States,USA,1800,252815.98
United States,USA,1801,267472
United States,USA,1802,289456
United States,USA,1803,296784
United States,USA,1804,333424
United States,USA,1805,340752
United States,USA,1806,333424
United States,USA,1807,377392
United States,USA,1808,392048
United States,USA,1809,403040
United States,USA,1810,417696
United States,USA,1811,447008
United States,USA,1812,483648
United States,USA,1813,520288
United States,USA,1814,560592
United States,USA,1815,600896
United States,USA,1816,663184
United States,USA,1817,718144
United States,USA,1818,780432
United States,USA,1819,762112
United States,USA,1820,791424
United States,USA,1821,828064
United States,USA,1822,864704
United States,USA,1823,901344
United States,USA,1824,1014928
United States,USA,1825,1135840
United States,USA,1826,1315376
United States,USA,1827,1447280
United States,USA,1828,1593840
United States,USA,1829,1795360
United States,USA,1830,2088480
United States,USA,1831,2264352
United States,USA,1832,3022800
United States,USA,1833,3528432
United States,USA,1834,3381872
United States,USA,1835,4316192
United States,USA,1836,4730224
United States,USA,1837,5305472
United States,USA,1838,5030672
United States,USA,1839,5517984
United States,USA,1840,5873392
United States,USA,1841,6214144
United States,USA,1842,6917632
United States,USA,1843,7764016
United States,USA,1844,9306560
United States,USA,1845,11204512
United States,USA,1846,12710416
United States,USA,1847,15070032
United States,USA,1848,16784784
United States,USA,1849,18221072
United States,USA,1850,19792928
United States,USA,1851,24633072
United States,USA,1852,26791168
United States,USA,1853,30162048
United States,USA,1854,33159198
United States,USA,1855,38160560
United States,USA,1856,40036530
United States,USA,1857,41055120
United States,USA,1858,41648690
United States,USA,1859,45320016
United States,USA,1860,47437810
United States,USA,1861,45679090
United States,USA,1862,47448800
United States,USA,1863,54809776
United States,USA,1864,58656976
United States,USA,1865,58821856
United States,USA,1866,59232224
United States,USA,1867,72865970
United States,USA,1868,82352060
United States,USA,1869,93695810
United States,USA,1870,98620220
United States,USA,1871,103020690
United States,USA,1872,126305410
United States,USA,1873,139506800
United States,USA,1874,134296590
United States,USA,1875,135747540
United States,USA,1876,132820010
United States,USA,1877,147175550
United States,USA,1878,143903600
United States,USA,1879,175468960
United States,USA,1880,198856380
United States,USA,1881,210400510
United States,USA,1882,235663860
United States,USA,1883,254230540
United States,USA,1884,267921760
United States,USA,1885,272506900
United States,USA,1886,287836900
United States,USA,1887,307936640
United States,USA,1888,374415200
United States,USA,1889,336123680
United States,USA,1890,402411650
United States,USA,1891,428107500
United States,USA,1892,451176600
United States,USA,1893,454759420
United States,USA,1894,425744800
United States,USA,1895,480673180
United States,USA,1896,481672540
United States,USA,1897,501199780
United States,USA,1898,546327300
United States,USA,1899,626822900
United States,USA,1900,664131600
United States,USA,1901,723192060
United States,USA,1902,766651600
United States,USA,1903,896952800
United States,USA,1904,884803400
United States,USA,1905,989991200
United States,USA,1906,1039963970
United States,USA,1907,1208486300
United States,USA,1908,1057521600
United States,USA,1909,1171650800
United States,USA,1910,1278529500
United States,USA,1911,1265776100
United States,USA,1912,1351017700
United States,USA,1913,1450855400
United States,USA,1914,1325944300
United States,USA,1915,1375451600
United States,USA,1916,1527240000
United States,USA,1917,1679331300
United States,USA,1918,1754117200
United States,USA,1919,1486433300
United States,USA,1920,1747166700
United States,USA,1921,1432479000
United States,USA,1922,1446013000
United States,USA,1923,1909034400
United States,USA,1924,1711686500
United States,USA,1925,1758185500
United States,USA,1926,1906048500
United States,USA,1927,1862839200
United States,USA,1928,1830965000
United States,USA,1929,1963506200
United States,USA,1930,1744916200
United States,USA,1931,1484959100
United States,USA,1932,1257814100
United States,USA,1933,1348876800
United States,USA,1934,1436238600
United States,USA,1935,1492320900
United States,USA,1936,1713411700
United States,USA,1937,1792609900
United States,USA,1938,1515749900
United States,USA,1939,1670920400
United States,USA,1940,1874985100
United States,USA,1941,2043585000
United States,USA,1942,2198264800
United States,USA,1943,2272059100
United States,USA,1944,2444903700
United States,USA,1945,2359551500
United States,USA,1946,2257493800
United States,USA,1947,2485854500
United States,USA,1948,2582558700
United States,USA,1949,2164862200
United States,USA,1950,2541485300
United States,USA,1951,2618704400
United States,USA,1952,2551215900
United States,USA,1953,2612971300
United States,USA,1954,2489462300
United States,USA,1955,2728508400
United States,USA,1956,2859987500
United States,USA,1957,2835772200
United States,USA,1958,2747107600
United States,USA,1959,2831908400
United States,USA,1960,2897308000
United States,USA,1961,2886861800
United States,USA,1962,2993898500
United States,USA,1963,3126484000
United States,USA,1964,3264306400
United States,USA,1965,3399539200
United States,USA,1966,3571417600
United States,USA,1967,3705461000
United States,USA,1968,3840923400
United States,USA,1969,4035156200
United States,USA,1970,4339704300
United States,USA,1971,4365483500
United States,USA,1972,4573033500
United States,USA,1973,4777725000
United States,USA,1974,4608462300
United States,USA,1975,4414455300
United States,USA,1976,4621539000
United States,USA,1977,4749501000
United States,USA,1978,4897339000
United States,USA,1979,4908766000
United States,USA,1980,4730218500
United States,USA,1981,4543633400
United States,USA,1982,4311918600
United States,USA,1983,4346381000
United States,USA,1984,4479379500
United States,USA,1985,4495378400
United States,USA,1986,4498135600
United States,USA,1987,4691930000
United States,USA,1988,4897776000
United States,USA,1989,4960237600
United States,USA,1990,5131760600
United States,USA,1991,5076412400
United States,USA,1992,5178769400
United States,USA,1993,5279520300
United States,USA,1994,5361863000
United States,USA,1995,5425837600
United States,USA,1996,5601094000
United States,USA,1997,5673144000
United States,USA,1998,5736360000
United States,USA,1999,5800281000
United States,USA,2000,6023158000
United States,USA,2001,5903562000
United States,USA,2002,5947819500
United States,USA,2003,6006440000
United States,USA,2004,6111545000
United States,USA,2005,6126903300
United States,USA,2006,6045326300
United States,USA,2007,6121542700
United States,USA,2008,5919221000
United States,USA,2009,5486104000
United States,USA,2010,5669250000
United States,USA,2011,5538973000
United States,USA,2012,5331467300
United States,USA,2013,5473436000
United States,USA,2014,5531385300
United States,USA,2015,5368496600
United States,USA,2016,5245361700
United States,USA,2017,5195417600
United States,USA,2018,5361236500
United States,USA,2019,5235912000
United States,USA,2020,4689954000
United States,USA,2021,5020111000
United States,USA,2022,5055403000
United States,USA,2023,4918406700
United States,USA,2024,4904120000
